,cycle_id,total_harvest(kg),total_seed,survival_rate(%),avg_pond_length,avg_pond_width,avg_pond_depth,long_cycle(day),total_feed(kg),avg_tray_number,avg_feed_remain%,count_fasting,total_mortal,avg_weight_mortal,avg_weight_sample
1141,19670,41406.23,118000,35.09,37.3,29.0,1.1,90,1289.4,2.0,29.03782894736842,11.0,34342.0,401.26,11.587777777777777
1142,19671,87953.72,192000,45.81,36.2,46.4,1.1,90,2053.4,2.0,11.279508196721311,11.0,88544.0,406.34,10.729999999999999
1143,19672,109430.0,192000,56.99,49.14,36.85,0.9,72,1876.4,2.0,8.92274678111588,8.0,24499.0,182.24,7.185714285714285
1144,19676,361200.0,300000,120.4,65.0,45.0,1.0,82,6096.4,2.0,3.311619718309859,0.0,2905.0,688.64,16.615000000000002
1145,19680,194831.76,364800,53.41,56.0,56.0,1.25,87,5239.5,0.0,0.0,54.0,0.0,0.0,6.6033333333333335
1146,19681,435438.11,374400,116.3,55.5,55.5,1.25,125,8318.0,0.0,0.0,2.0,0.0,0.0,7.140833333333333
1147,19682,414279.7,352000,117.69,63.25,47.43,1.25,128,7970.0,0.0,0.0,4.0,0.0,0.0,7.176363636363636
1148,19683,424931.51,352000,120.72,63.25,47.43,1.25,131,8274.0,0.0,0.0,0.0,0.0,0.0,7.296363636363637
1149,19684,459059.16000000003,352000,130.41,63.25,47.43,1.25,129,7465.5,0.0,0.0,0.0,0.0,0.0,6.591818181818183
1150,19685,295973.95,400200,73.96,63.25,47.43,1.25,109,6174.5,0.0,0.0,10.0,0.0,0.0,6.697
1151,19686,373283.772,400200,93.27,61.1,45.83,1.25,124,7315.0,0.0,0.0,1.0,0.0,0.0,6.194000000000001
1152,19687,362579.27999999997,400200,90.6,63.25,47.43,1.25,125,7624.5,0.0,0.0,21.0,0.0,0.0,6.654999999999999
1153,19688,287397.36,308200,93.25,51.64,38.73,1.25,123,5659.5,0.0,0.0,1.0,0.0,0.0,6.131
1154,19689,315314.01,475000,66.38,64.0,48.2,1.25,106,7420.0,0.0,0.0,1.0,0.0,0.0,6.9
1155,19690,130196.0,222080,58.63,7.0,5.0,1.0,6,0.9,0.0,0.0,0.0,0.0,0.0,0.0
1156,19691,291794.105,372000,78.44,54.0,40.0,2.0,112,5840.0,0.0,0.0,0.0,0.0,0.0,6.375
1157,19692,359214.45999999996,475000,75.62,64.59,47.59,1.25,118,8114.5,0.0,0.0,10.0,0.0,0.0,6.751250000000001
1158,19693,391429.45000000007,577000,67.84,71.18,53.39,1.25,119,10360.0,0.0,0.0,3.0,0.0,0.0,6.975
1159,19696,336284.08999999997,375000,89.68,63.25,47.43,1.25,115,6466.5,0.0,0.0,1.0,0.0,0.0,4.71125
1160,19697,331714.17,375000,88.46,63.25,47.43,1.25,118,6569.5,0.0,0.0,1.0,0.0,0.0,4.9875
1161,19700,43055.43,60000,71.76,15.0,15.0,1.5,89,995.5,0.0,0.0,93.0,0.0,0.0,4.7090000000000005
1162,19755,150206.4,300000,50.07,70.71,70.71,1.5,106,8445.5,0.0,0.0,0.0,0.0,0.0,12.962
1163,19777,434465.0,325000,133.68,33.0,32.0,1.8,51,2416.8,0.0,0.0,1.0,0.0,0.0,5.406000000000001
1164,19778,414250.0,325000,127.46,33.0,32.0,1.8,52,2383.8,0.0,0.0,2.0,0.0,0.0,5.3
1165,19779,372294.0,326000,114.2,33.0,32.0,1.8,50,2282.8,0.0,0.0,1.0,0.0,0.0,5.07
1166,19780,249960.0,237000,105.47,33.0,32.0,1.8,50,1582.0,0.0,0.0,1.0,0.0,0.0,5.226
1167,19781,245700.0,237000,103.67,33.0,32.0,1.8,50,1582.0,0.0,0.0,1.0,0.0,0.0,5.018
1168,19803,144377.80000000002,250000,57.75,70.71,70.71,1.5,102,7221.5,0.0,0.0,82.0,0.0,0.0,12.528571428571428
1169,19808,158524.5717,160000,99.08,40.0,40.0,1.2,135,4816.325,2.0,11.071895424836601,54.0,5536.0,320.2,11.858666666666666
1170,19822,16839.2,60,28065.33,40.0,20.0,1.0,81,583.2,0.0,0.0,51.0,10109.0,172.02,8.35
1171,19824,6281.5,10,62815.0,8.0,7.0,1.0,75,137.9,0.0,0.0,51.0,887.0,54.28,9.828571428571427
1172,19855,113201.5,350000,32.34,70.71,70.71,1.5,100,8589.0,0.0,0.0,1.0,0.0,0.0,11.017692307692307
1173,19869,48473.0,45000,107.72,50.0,30.0,1.0,47,134.0,0.0,0.0,11.0,0.0,0.0,6.0
1174,19871,52032.25,180000,28.91,45.81,34.36,1.1,94,1555.1,2.0,21.696969696969695,3.0,27841.0,237.44,10.009090909090908
1175,19872,49286.72,180000,27.38,47.1,31.8,0.9,94,1555.1,2.0,19.629834254143645,2.0,28082.0,249.16,10.110909090909091
1176,19873,56223.15,180000,31.24,46.5,32.6,1.1,67,854.1,2.0,20.47267355982275,1.0,41457.0,78.03,5.233333333333333
1177,19874,65243.9,180000,36.25,48.5,33.0,1.1,94,1555.1,2.0,16.349452554744527,6.0,41010.0,213.55,8.954545454545455
1178,19940,126017.7,150000,84.01,33.0,28.0,1.5,73,2257.5,2.0,0.0,75.0,0.0,0.0,10.85
1179,19941,78548.01,125000,62.84,33.0,30.0,1.5,73,1766.5,2.0,0.0,72.0,0.0,0.0,9.15
1180,19942,69734.55,125000,55.79,28.0,25.0,1.5,81,1627.0,2.0,0.0,81.0,0.0,0.0,0.0
1181,19958,240000.0,400000,60.0,40.0,41.0,1.6,22,176.3,0.0,0.0,0.0,0.0,0.0,0.0
1182,20024,90468.0,300000,30.16,70.71,70.71,1.5,92,6527.0,0.0,0.0,11.0,0.0,0.0,11.450909090909091
1183,20026,271945.739,321840,84.5,60.0,27.0,1.3,114,4764.5,2.0,13.961538461538462,1.0,17598.0,876.54,17.74909090909091
1184,20027,169565.45,321840,52.69,60.0,27.0,1.3,114,4843.6,1.0,12.720670391061452,5.0,14809.0,917.13,17.847272727272728
1185,20075,91430.4,300000,30.48,70.71,70.71,1.5,112,7454.0,0.0,0.0,6.0,0.0,0.0,10.983333333333333
1186,20076,507200.0,180000,281.78,25.0,25.0,1.2,97,9274.75,2.0,5.5,20.0,4147.0,177.43,14.28
1187,20124,428263.88,115000,372.4,30.0,26.0,1.3,97,2616.841,0.0,0.0,43.0,0.0,0.0,3.8755102040816327
1188,20136,13525.0,60000,22.54,22.0,30.0,1.3,64,215.4,1.0,15.085714285714285,30.0,0.0,0.0,10.2
1189,20149,109850.0,131820,83.33,7.0,5.0,1.0,7,1.6199999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1190,20150,140197.27250000002,240000,58.42,40.0,40.0,1.2,93,2989.5,2.0,12.60093896713615,10.0,54360.0,291.42,7.239999999999999
1191,20151,133243.58719999998,240000,55.52,40.0,40.0,1.2,93,2799.9,2.0,13.016666666666667,9.0,33739.0,271.29,6.52
1192,20152,132016.2048,240000,55.01,40.0,40.0,1.2,78,2371.3,2.0,10.287769784172662,6.0,29826.0,176.56,6.268571428571428
1193,20164,113704.3,300000,37.9,70.71,70.71,1.5,127,8722.0,0.0,0.0,0.0,0.0,0.0,11.123888888888889
1194,20184,33314.0,60000,55.52,32.46,24.34,1.5,85,1109.9,0.0,0.0,2.0,0.0,0.0,13.96
1195,20189,677738.7999999999,115000,589.34,30.0,26.0,1.3,97,2515.491,0.0,0.0,1.0,0.0,0.0,4.1686046511627906
1196,20190,470727.8,115000,409.33,30.0,26.0,1.3,97,1658.671,0.0,0.0,15.0,0.0,0.0,2.2002222222222225
1197,20197,4320.0,12600,34.29,6.0,6.0,1.0,86,80.027,0.0,0.0,42.0,0.0,0.0,6.475714285714285
1198,20216,114626.4,300000,38.21,70.71,70.71,1.5,116,7689.0,0.0,0.0,1.0,0.0,0.0,11.788666666666668
1199,20246,123400.8,300000,41.13,70.71,70.71,1.5,112,7141.0,0.0,0.0,2.0,0.0,0.0,10.285714285714286
1200,20259,115566.00000000001,300000,38.52,70.71,70.71,1.5,121,8666.0,0.0,0.0,3.0,0.0,0.0,12.3
1201,20288,230604.0,274360,84.05,7.0,5.0,1.0,5,2.34,0.0,0.0,0.0,0.0,0.0,0.0
1202,20293,273298.0,310440,88.04,7.0,5.0,1.0,7,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1203,20294,143810.24000000002,300000,47.94,70.71,70.71,1.5,117,8502.0,0.0,0.0,65.0,0.0,0.0,13.0275
1204,20343,46060.3,300000,15.35,70.71,70.71,1.5,71,3697.0,0.0,0.0,0.0,0.0,0.0,6.276
1205,20380,220076.0,264615,83.17,7.0,5.0,1.0,5,1.6199999999999999,0.0,0.0,0.0,0.0,0.0,0.0
1206,20384,228018.0,294252,77.49,7.0,5.0,1.0,5,1.71,0.0,0.0,0.0,0.0,0.0,0.0
1207,20390,168537.6,200000,84.27,70.71,70.71,1.5,144,10619.0,0.0,0.0,2.0,0.0,0.0,16.146842105263158
1208,20401,177092.5,200000,88.55,70.71,70.71,1.5,129,7868.0,0.0,0.0,0.0,0.0,0.0,13.054736842105262
1209,20404,158795.0,169600,93.63,30.0,28.0,1.4,93,3858.61,0.0,0.0,93.0,6142.0,309.99,11.573333333333332
1210,20405,147525.0,144000,102.45,35.0,22.0,1.5,78,2752.34,0.0,0.0,79.0,3120.0,121.34,9.391428571428571
1211,20407,182684.2925,298410,61.22,41.79,31.34,1.1,91,4911.0,0.0,0.0,56.0,0.0,0.0,8.051666666666668
1212,20408,145437.3145,235480,61.76,37.24,27.93,1.1,90,3734.2,0.0,0.0,54.0,0.0,0.0,7.916666666666667
1213,20409,219201.86,365400,59.99,40.0,40.0,1.1,90,5340.2,0.0,0.0,56.0,0.0,0.0,7.373333333333334
1214,20410,141037.523,235480,59.89,37.24,27.93,1.1,90,3761.3,0.0,0.0,55.0,0.0,0.0,8.060833333333333
1215,20429,165036.9,200000,82.52,70.71,70.71,1.5,128,7925.0,0.0,0.0,0.0,0.0,0.0,12.951904761904762
1216,20438,161688.0,200000,80.84,70.71,70.71,1.5,128,7987.0,0.0,0.0,0.0,0.0,0.0,12.17
1217,20510,149555.69999999998,200000,74.78,70.71,70.71,1.5,119,7002.0,0.0,0.0,0.0,0.0,0.0,12.65235294117647
1218,20521,115124.1,200000,57.56,70.71,70.71,1.5,117,6843.0,0.0,0.0,0.0,0.0,0.0,11.90470588235294
1219,20526,28579.800000000003,200000,14.29,70.71,70.71,1.5,70,2936.0,0.0,0.0,41.0,0.0,0.0,5.881666666666667
1220,20529,2786.8,3000,92.89,3.0,3.0,1.0,56,24.34,0.0,0.0,0.0,0.0,0.0,4.467777777777778
1221,20530,2883.55,3000,96.12,3.0,3.0,1.0,54,23.638,0.0,0.0,0.0,0.0,0.0,3.775
1222,20531,9410.6,9000,104.56,5.0,5.0,1.0,61,76.062,0.0,0.0,1.0,0.0,0.0,3.954444444444445
1223,20550,147393.0,180000,81.88,70.71,70.71,1.5,134,8123.0,0.0,0.0,0.0,0.0,0.0,15.036666666666665
1224,20585,107024.14,120000,89.19,31.0,28.5,1.2,99,2944.0,0.0,0.0,13.0,3999.0,666.9300000000001,11.231111111111112
1225,20586,95382.92,130000,73.37,36.5,30.0,1.2,104,2563.5,0.0,0.0,11.0,3588.0,685.14,11.246
1226,20600,140592.59999999998,150000,93.73,70.71,70.71,1.5,143,7702.0,0.0,0.0,1.0,0.0,0.0,17.72142857142857
1227,20610,127057.0588,240000,52.94,40.0,40.0,1.2,76,3136.5,2.0,7.358108108108108,5.0,85093.0,132.99,5.134285714285714
1228,20614,196230.996,240000,81.76,40.0,40.0,1.2,76,3264.7,2.0,4.45945945945946,16.0,52562.0,85.44,5.0625
1229,20615,158040.5255,240000,65.85,40.0,40.0,1.2,64,2490.5,2.0,6.863247863247863,4.0,65694.0,68.87,4.671666666666667
1230,20616,153688.43020000003,240000,64.04,40.0,40.0,1.2,64,2444.3,2.0,6.957264957264957,8.0,84900.0,87.04,4.495
1231,20617,58226.9,240000,24.26,40.0,40.0,1.2,44,598.7,2.0,11.385964912280702,4.0,52872.0,50.47,2.455
1232,20618,44104.0,240000,18.38,40.0,40.0,1.2,44,564.0,2.0,13.508771929824562,4.0,55721.0,47.31,2.515
1233,20640,48428.72,60000,80.71,15.0,15.0,1.5,61,379.5,0.0,0.0,4.0,0.0,0.0,3.9579999999999997
1234,20641,44568.51,60000,74.28,15.0,15.0,1.5,61,358.5,0.0,0.0,4.0,0.0,0.0,3.87
1235,20658,266517.7,325000,82.01,50.0,50.0,1.2,109,8169.0,1.0,3.782608695652174,2.0,14097.0,133.82,14.926666666666668
1236,20659,297164.22,325000,91.44,50.0,50.0,1.2,112,8687.0,1.0,2.0869565217391304,0.0,741.0,102.49,12.880714285714287
1237,20660,277064.1,325000,85.25,50.0,50.0,1.2,110,7991.0,1.0,4.434782608695652,1.0,5465.0,117.86,12.715
1238,20661,303909.10000000003,325000,93.51,50.0,50.0,1.2,112,8841.0,1.0,0.5217391304347826,0.0,161.0,108.22,13.240714285714287
1239,20662,315258.82,325000,97.0,50.0,50.0,1.2,112,8839.0,1.0,0.0,0.0,303.0,103.08,12.913571428571428
1240,20663,193980.59,325000,59.69,50.0,50.0,1.2,111,7077.0,1.0,7.434782608695652,0.0,20878.0,283.6,13.562857142857142
1241,20664,291245.91,325000,89.61,50.0,50.0,1.2,109,7907.0,1.0,4.043478260869565,5.0,9263.0,111.27000000000001,11.833571428571428
1242,20665,269733.04,325000,82.99,50.0,50.0,1.2,91,5760.0,1.0,5.799163179916318,0.0,13465.0,91.68,7.600999999999999
1243,20666,208377.52,325000,64.12,50.0,50.0,1.2,110,7104.0,1.0,8.608695652173912,12.0,17866.0,209.84,10.562142857142858
1244,20667,294254.34,325000,90.54,50.0,50.0,1.2,109,8222.0,1.0,1.565217391304348,0.0,7414.0,110.17,12.050714285714283
1245,20668,226205.85,325000,69.6,50.0,50.0,1.2,110,7470.0,1.0,4.826086956521739,0.0,10941.0,256.16,12.622142857142858
1246,20669,287846.78,325000,88.57,50.0,50.0,1.2,94,6272.0,1.0,3.5454545454545454,0.0,23314.0,140.36,9.88090909090909
1247,20671,225249.12,325000,69.31,50.0,50.0,1.2,111,7841.0,1.0,2.739130434782609,1.0,20906.0,289.7,11.695714285714287
1248,20672,281113.57,325000,86.5,50.0,50.0,1.2,109,7946.0,1.0,1.3043478260869565,8.0,18899.0,231.14,10.677142857142856
1249,20714,86955.0,80000,108.69,70.71,70.71,1.5,135,4660.0,0.0,0.0,21.0,0.0,0.0,22.665555555555557
1250,20739,39420.0,50000,78.84,26.0,16.0,1.2,67,309.2,0.0,0.0,8.0,0.0,0.0,3.025
1251,20741,17500.0,35000,50.0,20.0,14.0,1.0,56,164.4,0.0,0.0,25.0,0.0,0.0,3.33
1252,20742,89950.0,100000,89.95,33.0,33.0,1.0,71,468.9,1.0,34.75,65.0,0.0,0.0,2.46
1253,20750,82200.0,150000,54.8,30.0,27.0,1.5,56,664.0,1.0,0.0,4.0,0.0,0.0,6.0120000000000005
1254,20751,93750.0,120000,78.12,30.0,30.0,2.0,73,545.4,1.0,30.229007633587788,3.0,0.0,0.0,2.795
1255,20752,92000.0,120000,76.67,32.0,32.0,2.0,90,435.4,1.0,32.37735849056604,0.0,0.0,0.0,3.075
1256,20753,48750.0,25000,195.0,29.0,28.0,1.0,60,399.0,0.0,0.0,10.0,0.0,0.0,5.88
1257,20754,4800.0,30000,16.0,22.0,17.0,1.0,50,95.15,0.0,0.0,48.0,0.0,0.0,16.6
1258,20756,12540.0,100000,12.54,22.0,20.0,1.0,68,191.5,1.0,62.333333333333336,71.0,0.0,0.0,3.7199999999999998
1259,20758,11310.0,75000,15.08,30.0,20.0,1.1,52,259.9,0.0,0.0,6.0,2870.0,4.0,7.69
1260,20762,42500.0,500000,8.5,40.0,40.0,1.5,57,574.0,0.0,0.0,4.0,10000.0,2.0,3.65
1261,20763,53600.0,50000,107.2,26.0,25.0,1.2,56,446.1,0.0,0.0,2.0,0.0,0.0,7.67
1262,20764,125500.0,125000,100.4,25.0,25.0,1.5,64,856.3,0.0,0.0,9.0,0.0,0.0,5.25
1263,20765,79600.0,100000,79.6,25.0,25.0,1.5,59,584.9,1.0,19.8,3.0,0.0,0.0,5.1850000000000005
1264,20770,39260.0,120000,32.72,20.0,18.0,1.4,71,628.1,0.0,0.0,71.0,4211.0,41.34,5.63
1265,20771,47190.0,33000,143.0,27.0,17.0,1.0,61,300.0,0.0,0.0,62.0,0.0,0.0,6.046666666666667
1266,20798,41310.0,33000,125.18,27.0,17.0,1.0,43,124.0,0.0,0.0,42.0,612.0,3.27,3.26
1267,20800,111500.0,90000,123.89,18.0,13.0,1.5,43,230.5,1.0,29.11764705882353,42.0,1.0,2.0,2.215
1268,20818,137598.6,180000,76.44,70.71,70.71,1.5,119,7437.0,0.0,0.0,0.0,0.0,0.0,16.296875
1269,20834,38500.0,100000,38.5,25.0,20.0,1.3,52,324.75,0.0,0.0,12.0,0.0,0.0,2.85
1270,20835,7500.0,75000,10.0,25.0,20.0,1.3,71,139.0,1.0,35.64,60.0,4304.0,49.76,4.966666666666667
1271,20836,215340.0,225000,95.71,34.0,34.0,1.5,68,2049.2,1.0,0.0,0.0,0.0,0.0,6.503333333333333
1272,20837,184310.0,225000,81.92,34.0,34.0,1.5,57,1387.9,1.0,0.0,16.0,0.0,0.0,4.76
1273,20841,115250.0,100000,115.25,30.0,18.0,1.0,60,955.6,1.0,4.675,2.0,0.0,0.0,6.8100000000000005
1274,20845,27200.0,40000,68.0,19.0,14.0,1.0,54,194.55,0.0,0.0,51.0,0.0,0.0,5.875
1275,20846,212528.80000000002,282000,75.36,47.61,35.71,1.7,55,1982.0,0.0,0.0,2.0,2302.0,17.689999999999998,7.463333333333334
1276,20847,157858.41999999998,282000,55.98,47.61,35.71,1.7,55,1474.5,0.0,0.0,2.0,14375.0,32.13,6.476666666666667
1277,20848,277770.5,588000,47.24,76.0,48.0,1.7,56,3111.0,0.0,0.0,2.0,183130.0,30.299999999999997,6.05
1278,20849,289554.65,384000,75.4,55.0,53.0,1.7,57,2659.0,0.0,0.0,2.0,0.0,0.0,6.02
1279,20850,73005.0,40000,182.51,21.0,13.0,1.5,51,205.165,1.0,0.0,50.0,0.0,0.0,4.18
1280,20857,144992.0,180000,80.55,70.71,70.71,1.5,114,7076.0,0.0,0.0,43.0,0.0,0.0,19.141428571428573
1281,20886,18750.0,50000,37.5,35.0,35.0,1.0,69,297.25,1.0,0.0,70.0,97.0,23.33,13.3
1282,20887,65135.0,50000,130.27,24.0,17.0,1.0,348,1000.1700000000001,0.0,0.0,80.0,0.0,0.0,9.103333333333333
1283,20890,52250.0,50000,104.5,24.0,20.0,1.0,52,297.1,1.0,0.0,52.0,0.0,0.0,5.8
1284,20892,33000.0,50000,66.0,30.0,20.0,1.0,52,251.97,0.0,0.0,52.0,0.0,0.0,6.67
1285,20936,83028.0,223000,37.23,70.71,70.71,1.5,122,7917.0,0.0,0.0,9.0,0.0,0.0,10.86875
1286,20940,60450.0,57600,104.95,20.0,18.0,1.0,47,392.75,1.0,1.4666666666666666,47.0,0.0,0.0,6.48
1287,20941,45000.0,72000,62.5,20.0,18.0,1.0,35,228.652,1.0,1.65,35.0,5670.0,16.65,3.3
1288,20943,18000.0,75000,24.0,30.0,14.5,1.5,52,199.2,0.0,0.0,24.0,5646.0,14.620000000000001,2.625
1289,20944,42500.0,75000,56.67,30.0,14.5,1.5,61,321.9,0.0,0.0,92.0,4655.0,10.51,2.8000000000000003
1290,20948,21660.0,60000,36.1,17.0,15.0,1.0,55,165.8,1.0,5.095588235294118,54.0,3815.0,64.24,3.0475
1291,20949,46500.0,60000,77.5,18.0,20.0,1.0,67,428.6,1.0,0.7021276595744681,61.0,0.0,0.0,5.035
1292,20953,89750.0,150000,59.83,60.0,24.0,1.0,65,534.5,1.0,0.0,10.0,0.0,0.0,3.88
1293,20954,81797.40000000001,100000,81.8,30.0,27.0,1.5,74,1714.575,0.0,0.0,1.0,0.0,0.0,7.5600000000000005
1294,20956,65200.0,100000,65.2,27.0,25.0,1.5,44,364.5,1.0,0.0,11.0,0.0,0.0,5.875
1295,20970,27500.0,50000,55.0,42.0,42.0,1.0,53,267.6,0.0,0.0,2.0,0.0,0.0,9.09
1296,20971,27500.0,50000,55.0,22.0,42.0,1.0,53,260.5,0.0,0.0,4.0,0.0,0.0,9.09
1297,20973,172962.72,227290,76.1,60.0,40.0,2.0,76,2772.0,0.0,0.0,16.0,0.0,0.0,5.941666666666666
1298,20974,158530.71,224616,70.58,60.0,39.2,2.0,120,6238.383,1.0,0.0,3.0,0.0,0.0,11.168333333333335
1299,20975,178752.76,213920,83.56,60.0,37.6,2.0,120,5847.36,1.0,0.0,3.0,0.0,0.0,10.178333333333333
1300,20976,151593.89,206332,73.47,60.0,35.2,2.0,126,7561.361,1.0,0.0,19.0,0.0,0.0,13.029166666666667
1301,20977,144643.84000000003,213287,67.82,60.0,39.2,2.0,126,8365.48,1.0,0.0,10.0,0.0,0.0,14.128333333333332
1302,20978,225903.68559999997,290400,77.79,60.0,37.53,2.0,135,10401.31,1.0,0.0,3.0,0.0,0.0,11.116000000000001
1303,20979,187434.634,267019,70.2,60.0,33.4,2.0,127,7756.46,1.0,0.0,6.0,0.0,0.0,9.407692307692308
1304,20980,161512.08000000002,254448,63.48,60.0,40.84,2.0,120,6646.78,0.0,0.0,9.0,0.0,0.0,11.715714285714286
1305,20981,159333.464,257034,61.99,60.0,42.5,2.0,121,6896.82,0.0,0.0,7.0,0.0,0.0,12.323076923076922
1306,20982,118959.422,208898,56.95,60.0,36.0,2.0,140,4661.5,0.0,0.0,7.0,0.0,0.0,12.192307692307692
1307,20988,60772.008,115662,52.54,40.0,20.48,2.0,120,2429.92,0.0,0.0,1.0,0.0,0.0,8.332307692307692
1308,20989,11586.96,305760,3.79,65.0,36.2,2.0,116,1742.0,0.0,0.0,6.0,51878.0,4.97,16.201666666666664
1309,20990,22034.34,255840,8.61,60.0,32.8,2.0,120,2047.0,0.0,0.0,6.0,65348.0,8.43,13.96
1310,20991,959856.632,258090,371.91,60.0,36.55,2.0,118,6969.0,0.0,0.0,2.0,0.0,0.0,7.496153846153846
1311,20992,209688.7144,370760,56.56,70.0,40.74,2.0,113,8261.0,0.0,0.0,9.0,0.0,0.0,8.375833333333334
1312,21019,95093.0,85000,111.87,28.28,21.21,1.0,108,2212.0,0.0,0.0,4.0,19.0,53.260000000000005,18.0325
1313,21020,193280.0,170000,113.69,36.0,36.0,1.2,108,4063.0,0.0,0.0,8.0,3727.0,912.83,17.39
1314,21022,185094.0,250000,74.04,50.0,37.0,1.4,58,1831.7,0.0,0.0,57.0,7663.0,49.88,3.84
1315,21023,125732.0,250000,50.29,50.0,38.0,1.2,58,1465.3,0.0,0.0,57.0,38344.0,117.63,3.3875
1316,21024,45000.0,40000,112.5,30.0,30.0,0.8,58,315.0,0.0,0.0,5.0,0.0,0.0,6.6
1317,21025,90185.0,90000,100.21,35.0,20.0,1.0,56,790.8,0.0,0.0,5.0,0.0,0.0,6.779999999999999
1318,21026,10000.0,20000,50.0,8.5,8.5,1.0,40,55.75,1.0,7.9655172413793105,0.0,6900.0,10.0,2.0
1319,21079,64636.0,100000,64.64,36.51,36.51,1.2,106,2324.001,0.0,0.0,3.0,0.0,0.0,13.947142857142856
1320,21089,22145.0,70000,31.64,48.5,37.3,1.1,66,528.4,2.0,7.615384615384615,81.0,68.0,33.35,6.571666666666666
1321,21099,66125.0,92400,71.56,40.0,40.5,1.0,73,1172.0,0.0,0.0,9.0,0.0,0.0,13.065
1322,21127,138700.0,280000,49.54,50.0,20.0,1.0,92,2895.0,0.0,0.0,27.0,0.0,0.0,12.19
1323,21167,230456.0,250000,92.18,70.0,50.0,130.0,92,4595.0,2.0,17.36842105263158,0.0,0.0,0.0,10.667499999999999
1324,21181,40950.0,35000,117.0,20.0,18.0,1.0,43,288.9,0.0,0.0,43.0,390.0,7.69,7.69
1325,21182,33000.0,35000,94.29,18.0,13.0,1.5,42,146.5,0.0,0.0,50.0,2660.0,7.88,4.54
1326,21196,108000.0,75000,144.0,27.0,23.0,0.9,62,702.0,1.0,0.0,60.0,0.0,0.0,7.4
1327,21197,108000.0,75000,144.0,25.0,23.0,0.9,62,730.0,1.0,0.0,61.0,0.0,0.0,7.4
1328,21203,26360.0,30000,87.87,25.0,15.0,1.0,67,250.3,1.0,0.4024390243902439,67.0,0.0,0.0,5.4025
1329,21269,277511.83119999996,450000,61.67,50.0,40.0,1.4,81,6728.0,2.0,3.193548387096774,2.0,36080.0,377.49,9.096250000000001
1330,21271,253337.82279999997,450000,56.3,50.0,40.0,1.4,81,6360.0,2.0,3.193548387096774,3.0,37843.0,378.98,9.713750000000001
1331,21273,193349.9082,450000,42.97,50.0,40.0,1.4,80,5709.0,2.0,3.2459016393442623,67.0,74895.0,412.24,10.49
1332,21280,1097340.49,1600000,68.58,200.0,160.0,1.5,131,17606.9,2.0,0.0,7.0,0.0,0.0,8.39
1333,21281,288002.8,600000,48.0,100.0,50.0,2.0,129,10723.0,0.0,0.0,0.0,0.0,0.0,9.069230769230769
1334,21346,50600.0,35000,144.57,27.0,17.0,1.0,55,246.35,0.0,0.0,52.0,0.0,0.0,0.5
1335,21347,52300.0,100000,52.3,30.0,27.0,1.5,61,493.0,0.0,0.0,5.0,0.0,0.0,6.925
1336,21349,32180.0,50000,64.36,22.0,30.0,1.3,72,374.0,1.0,11.154929577464788,53.0,0.0,0.0,7.21
1337,21350,42750.0,60000,71.25,29.0,28.0,1.0,36,101.7,0.0,0.0,2.0,0.0,0.0,2.2
1338,21360,88500.0,37500,236.0,27.0,17.0,1.0,57,283.15,0.0,0.0,55.0,0.0,0.0,7.69
1339,21366,70317.0,100000,70.32,22.0,20.0,1.0,83,652.0,0.0,0.0,72.0,0.0,0.0,6.088
1340,21382,246698.0,600000,41.12,100.0,50.0,2.0,119,11426.2,2.0,0.0,1.0,0.0,0.0,7.746666666666667
1341,21413,74000.0,50000,148.0,26.0,25.0,1.2,52,448.85,0.0,0.0,65.0,0.0,0.0,7.845
1342,21461,121500.0,100000,121.5,40.0,30.0,1.0,119,2825.003,0.0,0.0,4.0,0.0,0.0,19.996000000000002
1343,21485,111030.0,110000,100.94,40.0,30.0,1.0,120,3915.002,0.0,0.0,0.0,0.0,0.0,23.13
1344,21595,54256.8,280000,19.38,53.0,53.0,1.25,91,1432.0,0.0,0.0,6.0,0.0,0.0,10.39
1345,21596,782725.1808,436750,179.22,30.0,30.0,1.5,102,7360.8,2.0,0.0,27.0,2554.0,174.7,4.8225
1346,21597,732597.044,410000,178.68,30.0,30.0,1.5,103,6990.81,2.0,0.1323529411764706,25.0,513.0,110.03,3.51375
1347,21598,151546.2,429336,35.3,33.0,32.0,1.8,87,7278.2,0.0,0.0,4.0,0.0,0.0,12.39
1348,21599,12896.82,430056,3.0,33.0,32.0,1.8,78,1671.1,0.0,0.0,40.0,0.0,0.0,16.189999999999998
1349,21600,25013.244000000002,330204,7.58,33.0,32.0,1.8,78,1550.9,0.0,0.0,4.0,0.0,0.0,13.445
1350,21601,19435.6,226728,8.57,33.0,32.0,1.8,86,1878.5,0.0,0.0,3.0,0.0,0.0,9.0
1351,21602,7244.527999999999,284616,2.55,33.0,32.0,1.8,86,1672.3,0.0,0.0,5.0,0.0,0.0,18.185
1352,21659,63700.0,75000,84.93,30.0,35.0,2.0,90,1185.3,0.0,0.0,0.0,0.0,0.0,12.5
1353,21660,68000.0,75000,90.67,30.0,35.0,2.0,90,912.8,0.0,0.0,1.0,0.0,0.0,12.5
1354,21661,3652.4,2800,130.44,3.0,3.0,1.0,51,21.719,0.0,0.0,5.0,0.0,0.0,2.955
